caso,width,threads,schedule,chunk,n,t_med,t_min,t_max,t_media,t_desvio,flb,razao_tmax_tmed,w_max,w_media,escrita_s,cv_pct,pol,t_seq,speedup,speedup_min,speedup_max,eficiencia,karp_flatt,flb_prev,efic_bal_prev
zoom,4096,6,static,16,5,0.58100009,0.578000069,0.605000019,0.5854000092,0.011058934478909948,0.041523,1.0190003145537267,214189306.0,210738114.667,0.044000149,1.8891244115323713,"static,16",3.097000003,5.330463895453097,5.119008108659249,5.358130853441126,88.84106492421829,0.025121119575278215,0.041202052356432775,98.38871912058329
zoom,4096,6,static,64,5,0.605999947,0.599999905,0.626000166,0.6096000198,0.010139114449078083,0.181518,1.0653383606080693,224182202.0,210738114.667,0.041999817,1.6632405052093937,"static,64",3.097000003,5.110561508019405,4.947283037940919,5.161667488930686,85.17602513365675,0.03480785782872992,0.17577311958065253,94.00305322483479
zoom,4096,6,static,256,5,0.763000011,0.752000093,0.766000032,0.7610000130000001,0.005700819371609526,0.518954,1.3557607684978699,286833604.0,210738114.667,0.042999983,0.7491221122501514,"static,256",3.097000003,4.058977664942654,4.043080774962683,4.1183505585018585,67.64962774904424,0.09564094682372531,0.5255765917859471,73.47051103073217
zoom,4096,8,dynamic,1,5,0.43900013,0.436999798,0.440999985,0.43860001579999996,0.0016733698989521704,0.002288,1.0011480209110584,158913457.0,158053586.0,0.041000128,0.3815252710148604,"dynamic,1",3.097000003,7.054667621624622,7.022675982630702,7.086959804498582,88.18334527030778,0.019142997213801242,0.0029635004328219597,99.81478761713905
zoom,4096,8,dynamic,16,5,0.445000172,0.443000078,0.447999954,0.4454000474,0.00207360304948386,0.038031,1.020548020829425,160897589.0,158053586.0,0.039999962,0.46555968316312757,"dynamic,16",3.097000003,6.959547878556774,6.912947145079394,6.990969430483937,86.99434848195968,0.021357136978250875,0.03561188119351636,97.91277739878694
zoom,4096,8,guided,1,5,0.48300004,0.480999947,0.483999968,0.4827999594,0.001303864909997517,0.118503,1.1105989773832359,176958086.0,158053586.0,0.042000055,0.27006317722517964,"guided,1",3.097000003,6.412007756769543,6.3987607598354215,6.438670154364902,80.15009695961929,0.03537987528285545,0.12643182634785052,89.31696175782552
zoom,4096,8,static,0,5,0.562000036,0.559000015,0.572000027,0.5646000386,0.0055946249294907355,0.611807,1.3022711624771675,205393909.0,158053586.0,0.041000128,0.9909005573863126,static (blocos),3.097000003,5.51067580892468,5.414335414008643,5.540250303928882,68.8834476115585,0.06453250997023931,0.6109926706735982,76.95144747452078
zoom,4096,8,static,1,5,0.441999912,0.43900013,0.480000019,0.45340003959999997,0.01859569682498356,0.01139,1.006015715537449,158262896.0,158053586.0,0.041000128,4.101388443059933,"static,1",3.097000003,7.0067887321208335,6.452083084188377,7.054667621624622,87.58485915151041,0.020249978900076133,0.002078282454783337,99.86774537475922
zoom,4096,12,dynamic,1,5,0.322999954,0.319999933,0.333000183,0.3244000434,0.00517695012634808,0.00625,1.003396793605366,109815628.0,105369057.333,0.042999983,1.5958537095399414,"dynamic,1",3.097000003,9.588236668912963,9.300295198336272,9.678127035732848,79.90197224094136,0.02286668753472274,0.0051271922205513455,99.68473659232396
zoom,4096,12,dynamic,4,5,0.333999872,0.318000078,0.340999842,0.3315999032,0.008561442297392946,0.018868,1.0089019626658524,113924706.0,105369057.333,0.042999983,2.5818591063427507,"dynamic,4",3.097000003,9.272458652319484,9.082115653883498,9.73899133131659,77.27048876932903,0.02674137611522983,0.018911025854815154,98.9508684993955
zoom,4096,12,dynamic,16,5,0.340000153,0.319000006,0.349999905,0.3360000136,0.012389474827858245,0.062893,1.0353781330432792,115266871.0,105369057.333,0.048000097,3.687343549517715,"dynamic,16",3.097000003,9.108819439266545,8.848573838898613,9.708463776643313,75.90682866055455,0.028854957350156668,0.07466236689430626,95.90772130448057
zoom,4096,12,dynamic,64,5,0.36500001,0.35800004,0.398000002,0.3710000038,0.016309519383000223,0.249329,1.153608308168754,126655614.0,105369057.333,0.040999889,4.396096823705808,"dynamic,64",3.097000003,8.484931282604622,7.781407003611019,8.650837030632733,70.70776068837185,0.03766108303511271,0.26888211834377546,84.71010990267015
zoom,4096,12,dynamic,256,5,0.542999983,0.532000065,0.542999983,0.5400000095999999,0.004795794668399261,0.581181,1.7467535487856223,198032807.0,105369057.333,0.042999983,0.8881101079890169,"dynamic,256",3.097000003,5.70349926327714,5.70349926327714,5.8214278658029865,47.5291605273095,0.10036104704517822,0.6158703163931735,53.22003289526141
zoom,4096,12,guided,1,5,0.357000113,0.353999853,0.361999989,0.3570000174,0.0030822352297527507,0.149171,1.1501186870098523,125392691.0,105369057.333,0.040999889,0.863371170735621,"guided,1",3.097000003,8.675067290524918,8.555248887037948,8.748591211985616,72.29222742104098,0.03484314297854749,0.1794650056596999,84.03125931266067
zoom,4096,12,guided,4,5,0.371999979,0.364000082,0.387000084,0.3736000062,0.009502646352735115,0.172043,1.1790042502488327,125392691.0,105369057.333,0.042000055,2.5435348487783607,"guided,4",3.097000003,8.325269295243697,8.002582250085505,8.50823984979212,69.3772441270308,0.04012680141121366,0.18430278364470223,84.03125931266067
zoom,4096,12,guided,16,5,0.363000154,0.355000019,0.414000034,0.3704000472,0.024795157829778758,0.186441,1.1597447416325115,125392691.0,105369057.333,0.042000055,6.694156228438719,"guided,16",3.097000003,8.53167682953655,7.480675721393781,8.723943203507265,71.09730691280458,0.03695663967418416,0.20078245230417777,84.03125931266067
zoom,4096,12,guided,64,5,0.361999989,0.355999947,0.400000095,0.3743999958,0.020851931498219182,0.228169,1.1601307279678752,126855124.0,105369057.333,0.040999889,5.569426210506165,"guided,64",3.097000003,8.555248887037948,7.7424981686566845,8.699439505815432,71.29374072531623,0.036604334511170865,0.2451845060092059,84.03125931266067
zoom,4096,12,static,0,5,0.44299984,0.430999994,0.480999947,0.4481999398,0.02058397965904811,0.650113,1.4402596718251086,152345037.0,105369057.333,0.040999889,4.592588671081323,static (blocos),3.097000003,6.990973186356004,6.438670154364902,7.185614956180254,58.258109886300026,0.06513629244871878,0.6508768513410779,69.16474563810918
zoom,4096,12,static,1,5,0.338999987,0.325000048,0.373000145,0.34340000179999997,0.01795276629689284,0.103551,1.0807354586405955,105805555.0,105369057.333,0.041000128,5.227945894813574,"static,1",3.097000003,9.135693574525122,8.30294584201837,9.529229371067661,76.13077978770936,0.028502651834896305,0.00689845632396144,99.58745297761854
zoom,4096,12,static,4,5,0.335000038,0.332999945,0.34100008,0.3364000322,0.003847157367203678,0.090361,1.0666664094244394,106846977.0,105369057.333,0.044999838,1.1436257428526126,"static,4",3.097000003,9.244775079697154,9.082109315047667,9.300301845395198,77.03979233080962,0.027093681630490175,0.021439970173419132,98.61678850617676
zoom,4096,12,static,16,5,0.359999895,0.342000008,0.377000093,0.3582000256,0.014060585539296037,0.178273,1.131566088070055,113185517.0,105369057.333,0.039999962,3.925344649471749,"static,16",3.097000003,8.602780295255362,8.214852092887945,9.055555352501628,71.68983579379469,0.035899807315446244,0.10995182360654852,93.09411674404714
zoom,4096,12,static,64,5,0.389999866,0.360999823,0.416000128,0.3845999718,0.02206364896881682,0.320513,1.1991353026463079,126338551.0,105369057.333,0.042000055,5.736778623657928,"static,64",3.097000003,7.941028377173852,7.444709254993305,8.578951583031662,66.17523647644877,0.04646720836782173,0.3110874763792407,83.40214170521341
zoom,4096,12,static,256,5,0.647000074,0.644999981,0.661000013,0.6498000142,0.0064187179096669034,0.820711,2.148906738341699,240340311.0,105369057.333,0.042000055,0.9877989795936363,"static,256",3.097000003,4.786707339696532,4.6853251771418645,4.801550533689086,39.88922783080444,0.1369947714937968,0.8338147111742732,43.84160813261714
