run_id,data_hora,caso,fase,rep,versao,threads,schedule,chunk,width,height,max_iter,real_a,real_b,imag_a,imag_b,tempo_calculo_s,tempo_escrita_s,carga_min,carga_media,carga_max,fator_balanceamento,trabalho_min,trabalho_media,trabalho_max,pedido_threads,pedido_schedule,pedido_chunk,hash,hash_ok,config_ok,tempo_wall_s,exe
"medicao|openmp|padrao|4096|t6|static,16|r3",2026-09-20T22:46:54,padrao,medicao,3,openmp,6,static,16,4096,4096,1000,-2,1,-1.5,1.5,1.292000055,0.039999962,1.276000023,1.283333381,1.292000055,0.012384,480487748,482515464.833,485389628,6,static,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.347,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t2|guided,1|r3",2026-09-20T22:46:58,padrao,medicao,3,openmp,2,guided,1,4096,4096,1000,-2,1,-1.5,1.5,3.618999958,0.042999983,3.618000031,3.618499994,3.618999958,0.000276,1447078894,1447546394.500,1448013895,2,guided,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,3.675,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|dynamic,64|r3",2026-09-20T22:46:59,padrao,medicao,3,openmp,6,dynamic,64,4096,4096,1000,-2,1,-1.5,1.5,1.302000046,0.043999910,1.273000002,1.279666662,1.302000046,0.022273,480246426,482515464.833,489403038,6,dynamic,64,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.360,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t4|static,0|r3",2026-09-20T22:47:03,padrao,medicao,3,openmp,4,static,0,4096,4096,1000,-2,1,-1.5,1.5,3.503999949,0.039999962,0.099999905,1.801999986,3.503999949,0.971461,42523279,723773197.250,1405022951,4,static,0,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,3.559,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t8|static,1|r3",2026-09-20T22:47:04,padrao,medicao,3,openmp,8,static,1,4096,4096,1000,-2,1,-1.5,1.5,0.981999874,0.039999962,0.976999998,0.979625016,0.980999947,0.004077,361779769,361886598.625,361971817,8,static,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.038,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|guided,1|r3",2026-09-20T22:47:06,padrao,medicao,3,openmp,6,guided,1,4096,4096,1000,-2,1,-1.5,1.5,2.191999912,0.039999962,0.523000002,1.256166577,2.191999912,0.761405,199195041,482515464.833,849581425,6,guided,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,2.248,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t8|dynamic,16|r3",2026-09-20T22:47:07,padrao,medicao,3,openmp,8,dynamic,16,4096,4096,1000,-2,1,-1.5,1.5,0.983000040,0.039000034,0.982000113,0.982250094,0.983000040,0.001017,360291594,361886598.625,364113828,8,dynamic,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.043,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|guided,4|r3",2026-09-20T22:47:10,padrao,medicao,3,openmp,6,guided,4,4096,4096,1000,-2,1,-1.5,1.5,2.171000004,0.039000034,0.523999929,1.251166622,2.169999838,0.758525,199195041,482515464.833,849581425,6,guided,4,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,2.223,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|guided,4|r3",2026-09-20T22:47:11,padrao,medicao,3,openmp,12,guided,4,4096,4096,1000,-2,1,-1.5,1.5,1.109999895,0.045000076,0.282999992,0.668000023,1.108999968,0.744815,90693579,241257732.417,411959271,12,guided,4,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.170,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|guided,16|r3",2026-09-20T22:47:13,padrao,medicao,3,openmp,6,guided,16,4096,4096,1000,-2,1,-1.5,1.5,2.166000128,0.040999889,0.527999878,1.250999928,2.164999962,0.756120,199195041,482515464.833,849581425,6,guided,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,2.221,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t8|static,0|r3",2026-09-20T22:47:16,padrao,medicao,3,openmp,8,static,0,4096,4096,1000,-2,1,-1.5,1.5,2.470000029,0.041000128,0.010999918,0.927374899,2.468999863,0.995545,4290932,361886598.625,972289686,8,static,0,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,2.525,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|guided,16|r3",2026-09-20T22:47:17,padrao,medicao,3,openmp,12,guided,16,4096,4096,1000,-2,1,-1.5,1.5,1.194999933,0.041000128,0.343000174,0.720250090,1.194000006,0.712730,91324686,241257732.417,411959271,12,guided,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.250,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t8|guided,1|r3",2026-09-20T22:47:19,padrao,medicao,3,openmp,8,guided,1,4096,4096,1000,-2,1,-1.5,1.5,1.610999823,0.039999962,0.365000010,0.958374918,1.609999895,0.773292,135801095,361886598.625,617593212,8,guided,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.666,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|static,64|r4",2026-09-20T22:47:20,padrao,medicao,4,openmp,6,static,64,4096,4096,1000,-2,1,-1.5,1.5,1.319000006,0.040999889,1.246999979,1.282499949,1.319000006,0.054587,470080461,482515464.833,494838350,6,static,64,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.374,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|dynamic,16|r4",2026-09-20T22:47:22,padrao,medicao,4,openmp,6,dynamic,16,4096,4096,1000,-2,1,-1.5,1.5,1.289000034,0.039999962,1.287999868,1.287999868,1.287999868,0.000000,480833207,482515464.833,483666177,6,dynamic,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.344,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t2|guided,1|r4",2026-09-20T22:47:26,padrao,medicao,4,openmp,2,guided,1,4096,4096,1000,-2,1,-1.5,1.5,3.598999977,0.039000034,3.598999977,3.598999977,3.598999977,0.000000,1447030923,1447546394.500,1448061866,2,guided,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,3.653,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|guided,4|r4",2026-09-20T22:47:28,padrao,medicao,4,openmp,6,guided,4,4096,4096,1000,-2,1,-1.5,1.5,2.181999922,0.043000221,0.525000095,1.259833376,2.181999922,0.759395,199195041,482515464.833,849581425,6,guided,4,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,2.239,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|static,256|r4",2026-09-20T22:47:29,padrao,medicao,4,openmp,6,static,256,4096,4096,1000,-2,1,-1.5,1.5,1.483000040,0.067000151,1.151999950,1.279999971,1.481999874,0.222672,432732684,482515464.833,561341002,6,static,256,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.567,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|static,64|r4",2026-09-20T22:47:30,padrao,medicao,4,openmp,12,static,64,4096,4096,1000,-2,1,-1.5,1.5,0.786000013,0.044000149,0.625000000,0.708083391,0.784999847,0.203822,216854723,241257732.417,277983627,12,static,64,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,0.844,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t8|guided,1|r4",2026-09-20T22:47:32,padrao,medicao,4,openmp,8,guided,1,4096,4096,1000,-2,1,-1.5,1.5,1.606999874,0.041000128,0.360999823,0.960499883,1.606999874,0.775358,135801095,361886598.625,617593212,8,guided,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.662,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t4|dynamic,1|r4",2026-09-20T22:47:34,padrao,medicao,4,openmp,4,dynamic,1,4096,4096,1000,-2,1,-1.5,1.5,1.893999815,0.040000200,1.892999887,1.892999887,1.892999887,0.000000,722377975,723773197.250,727349545,4,dynamic,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.952,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|static,256|r4",2026-09-20T22:47:36,padrao,medicao,4,openmp,12,static,256,4096,4096,1000,-2,1,-1.5,1.5,1.456000090,0.041000128,0.017999887,0.643166602,1.454999924,0.987629,6086561,241257732.417,555254441,12,static,256,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.511,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|static,1|r4",2026-09-20T22:47:37,padrao,medicao,4,openmp,12,static,1,4096,4096,1000,-2,1,-1.5,1.5,0.706000090,0.043999910,0.682000160,0.691333413,0.706000090,0.033994,241212351,241257732.417,241297033,12,static,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,0.767,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|guided,1|r4",2026-09-20T22:47:39,padrao,medicao,4,openmp,6,guided,1,4096,4096,1000,-2,1,-1.5,1.5,2.165999889,0.039000034,0.531000137,1.253333370,2.164999962,0.754734,199195041,482515464.833,849581425,6,guided,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,2.219,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|guided,64|r4",2026-09-20T22:47:41,padrao,medicao,4,openmp,6,guided,64,4096,4096,1000,-2,1,-1.5,1.5,2.164999962,0.042999983,0.526999950,1.251333276,2.164999962,0.756582,199195041,482515464.833,849581425,6,guided,64,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,2.222,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|static,0|r4",2026-09-20T22:47:44,padrao,medicao,4,openmp,6,static,0,4096,4096,1000,-2,1,-1.5,1.5,3.000000000,0.046000004,0.015000105,1.227000078,2.999000072,0.994998,6649179,482515464.833,1189490404,6,static,0,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,3.060,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t2|static,0|r4",2026-09-20T22:47:48,padrao,medicao,4,openmp,2,static,0,4096,4096,1000,-2,1,-1.5,1.5,3.594000101,0.039999962,3.590999842,3.591999888,3.592999935,0.000557,1447546230,1447546394.500,1447546559,2,static,0,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,3.648,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|static,4|r4",2026-09-20T22:47:49,padrao,medicao,4,openmp,6,static,4,4096,4096,1000,-2,1,-1.5,1.5,1.290000200,0.040999889,1.284000158,1.287000100,1.290000200,0.004651,482459219,482515464.833,482591146,6,static,4,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.348,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t8|dynamic,1|r4",2026-09-20T22:47:51,padrao,medicao,4,openmp,8,dynamic,1,4096,4096,1000,-2,1,-1.5,1.5,0.980000019,0.039999962,0.980000019,0.980000019,0.980000019,0.000000,360771742,361886598.625,363202858,8,dynamic,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.036,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t2|dynamic,16|r4",2026-09-20T22:47:54,padrao,medicao,4,openmp,2,dynamic,16,4096,4096,1000,-2,1,-1.5,1.5,3.601000071,0.041000128,3.601000071,3.601000071,3.601000071,0.000000,1447395056,1447546394.500,1447697733,2,dynamic,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,3.657,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t4|dynamic,16|r4",2026-09-20T22:47:56,padrao,medicao,4,openmp,4,dynamic,16,4096,4096,1000,-2,1,-1.5,1.5,1.878000021,0.042999983,1.878000021,1.878000021,1.878000021,0.000000,722785027,723773197.250,724221737,4,dynamic,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.937,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|dynamic,64|r4",2026-09-20T22:47:57,padrao,medicao,4,openmp,12,dynamic,64,4096,4096,1000,-2,1,-1.5,1.5,0.779999971,0.048000097,0.674000025,0.697666764,0.778000116,0.133676,225441877,241257732.417,278077116,12,dynamic,64,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,0.843,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|guided,16|r4",2026-09-20T22:47:59,padrao,medicao,4,openmp,6,guided,16,4096,4096,1000,-2,1,-1.5,1.5,2.159000158,0.038999796,0.519999981,1.249000072,2.159000158,0.759148,199195041,482515464.833,849581425,6,guided,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,2.213,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t2|static,1|r4",2026-09-20T22:48:03,padrao,medicao,4,openmp,2,static,1,4096,4096,1000,-2,1,-1.5,1.5,3.615000010,0.042000055,3.614000082,3.614000082,3.614000082,0.000000,1447546204,1447546394.500,1447546585,2,static,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,3.673,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|dynamic,1|r4",2026-09-20T22:48:04,padrao,medicao,4,openmp,12,dynamic,1,4096,4096,1000,-2,1,-1.5,1.5,0.743999958,0.044000149,0.741999865,0.743749956,0.743999958,0.002688,217082306,241257732.417,265890115,12,dynamic,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,0.803,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t8|static,0|r4",2026-09-20T22:48:07,padrao,medicao,4,openmp,8,static,0,4096,4096,1000,-2,1,-1.5,1.5,2.470000029,0.039000034,0.009999990,0.926625013,2.470000029,0.995951,4290932,361886598.625,972289686,8,static,0,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,2.523,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|static,0|r4",2026-09-20T22:48:09,padrao,medicao,4,openmp,12,static,0,4096,4096,1000,-2,1,-1.5,1.5,1.861000061,0.039000034,0.005999804,0.633666535,1.859999895,0.996774,2626500,241257732.417,718283717,12,static,0,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.915,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|dynamic,256|r4",2026-09-20T22:48:10,padrao,medicao,4,openmp,12,dynamic,256,4096,4096,1000,-2,1,-1.5,1.5,1.462000132,0.039999962,0.018000126,0.643750111,1.461000204,0.987680,6086561,241257732.417,555254441,12,dynamic,256,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.516,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t2|dynamic,1|r4",2026-09-20T22:48:14,padrao,medicao,4,openmp,2,dynamic,1,4096,4096,1000,-2,1,-1.5,1.5,3.611000061,0.040999889,3.611000061,3.611000061,3.611000061,0.000000,1447252702,1447546394.500,1447840087,2,dynamic,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,3.669,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t8|static,1|r4",2026-09-20T22:48:15,padrao,medicao,4,openmp,8,static,1,4096,4096,1000,-2,1,-1.5,1.5,0.983999968,0.039000034,0.980999947,0.981499910,0.982999802,0.002034,361779769,361886598.625,361971817,8,static,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.038,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|guided,64|r4",2026-09-20T22:48:16,padrao,medicao,4,openmp,12,guided,64,4096,4096,1000,-2,1,-1.5,1.5,1.138999939,0.039999962,0.265000105,0.678833425,1.137000084,0.766930,93598939,241257732.417,411959271,12,guided,64,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.194,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t8|dynamic,16|r4",2026-09-20T22:48:18,padrao,medicao,4,openmp,8,dynamic,16,4096,4096,1000,-2,1,-1.5,1.5,0.982999802,0.071000099,0.982999802,0.982999802,0.982999802,0.000000,360480893,361886598.625,364227202,8,dynamic,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.070,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|static,16|r4",2026-09-20T22:48:19,padrao,medicao,4,openmp,6,static,16,4096,4096,1000,-2,1,-1.5,1.5,1.319999933,0.042999983,1.290999889,1.300999999,1.319999933,0.021970,480487748,482515464.833,485389628,6,static,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.379,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|dynamic,256|r4",2026-09-20T22:48:21,padrao,medicao,4,openmp,6,dynamic,256,4096,4096,1000,-2,1,-1.5,1.5,1.463999987,0.041000128,1.157999992,1.271833380,1.463999987,0.209016,436427290,482515464.833,558949047,6,dynamic,256,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.519,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|guided,4|r4",2026-09-20T22:48:22,padrao,medicao,4,openmp,12,guided,4,4096,4096,1000,-2,1,-1.5,1.5,1.111999989,0.041000128,0.270999908,0.664583325,1.111999989,0.756295,94543437,241257732.417,411959271,12,guided,4,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.168,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|dynamic,1|r4",2026-09-20T22:48:23,padrao,medicao,4,openmp,6,dynamic,1,4096,4096,1000,-2,1,-1.5,1.5,1.287999868,0.039999962,1.287999868,1.287999868,1.287999868,0.000000,481442693,482515464.833,483426797,6,dynamic,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.345,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|guided,1|r4",2026-09-20T22:48:24,padrao,medicao,4,openmp,12,guided,1,4096,4096,1000,-2,1,-1.5,1.5,1.141000032,0.039999962,0.277000189,0.671000103,1.141000032,0.757230,92898745,241257732.417,411959271,12,guided,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.196,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|guided,16|r4",2026-09-20T22:48:26,padrao,medicao,4,openmp,12,guided,16,4096,4096,1000,-2,1,-1.5,1.5,1.138999939,0.039999962,0.297999859,0.681499898,1.138999939,0.738367,85303521,241257732.417,411959271,12,guided,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.194,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t4|static,0|r4",2026-09-20T22:48:29,padrao,medicao,4,openmp,4,static,0,4096,4096,1000,-2,1,-1.5,1.5,3.506999969,0.039999962,0.098999977,1.802500010,3.506000042,0.971763,42523279,723773197.250,1405022951,4,static,0,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,3.562,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|static,4|r4",2026-09-20T22:48:30,padrao,medicao,4,openmp,12,static,4,4096,4096,1000,-2,1,-1.5,1.5,0.720999956,0.044000149,0.677999973,0.696083347,0.718999863,0.057024,240651390,241257732.417,241844377,12,static,4,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,0.782,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|dynamic,4|r4",2026-09-20T22:48:32,padrao,medicao,4,openmp,6,dynamic,4,4096,4096,1000,-2,1,-1.5,1.5,1.286000013,0.039999962,1.286000013,1.286000013,1.286000013,0.000000,481452146,482515464.833,483667152,6,dynamic,4,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.343,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|static,1|r4",2026-09-20T22:48:33,padrao,medicao,4,openmp,6,static,1,4096,4096,1000,-2,1,-1.5,1.5,1.292000055,0.042000055,1.288000107,1.289333423,1.291000128,0.002324,482506261,482515464.833,482524461,6,static,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.351,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t4|guided,1|r4",2026-09-20T22:48:36,padrao,medicao,4,openmp,4,guided,1,4096,4096,1000,-2,1,-1.5,1.5,3.112999916,0.042999983,0.576999903,1.846749902,3.112999916,0.814648,222260573,723773197.250,1234556368,4,guided,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,3.170,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|dynamic,64|r4",2026-09-20T22:48:38,padrao,medicao,4,openmp,6,dynamic,64,4096,4096,1000,-2,1,-1.5,1.5,1.301000118,0.040999889,1.275000095,1.281833410,1.301000118,0.019985,480608958,482515464.833,489411429,6,dynamic,64,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.356,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|dynamic,16|r4",2026-09-20T22:48:39,padrao,medicao,4,openmp,12,dynamic,16,4096,4096,1000,-2,1,-1.5,1.5,0.732000113,0.040999889,0.730999947,0.730999947,0.730999947,0.000000,217799396,241257732.417,255537793,12,dynamic,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,0.788,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t4|static,1|r4",2026-09-20T22:48:41,padrao,medicao,4,openmp,4,static,1,4096,4096,1000,-2,1,-1.5,1.5,1.883000135,0.039999962,1.870999813,1.876999915,1.881999969,0.005845,723751348,723773197.250,723794999,4,static,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.941,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|static,16|r4",2026-09-20T22:48:41,padrao,medicao,4,openmp,12,static,16,4096,4096,1000,-2,1,-1.5,1.5,0.723000050,0.041000128,0.675999880,0.694916606,0.721999884,0.063712,239894689,241257732.417,243323173,12,static,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,0.778,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t1|dynamic,1|r4",2026-09-20T22:48:49,padrao,medicao,4,openmp,1,dynamic,1,4096,4096,1000,-2,1,-1.5,1.5,6.988000154,0.044999838,6.988000154,6.988000154,6.988000154,0.000000,2895092789,2895092789.000,2895092789,1,dynamic,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,7.049,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|dynamic,4|r4",2026-09-20T22:48:49,padrao,medicao,4,openmp,12,dynamic,4,4096,4096,1000,-2,1,-1.5,1.5,0.702999830,0.042000055,0.700000048,0.701916575,0.702999830,0.004267,225182759,241257732.417,249515893,12,dynamic,4,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,0.761,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t4|dynamic,16|r5",2026-09-20T22:48:51,padrao,medicao,5,openmp,4,dynamic,16,4096,4096,1000,-2,1,-1.5,1.5,1.880000114,0.039999962,1.880000114,1.880000114,1.880000114,0.000000,722324986,723773197.250,724668198,4,dynamic,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.938,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|static,256|r5",2026-09-20T22:48:53,padrao,medicao,5,openmp,12,static,256,4096,4096,1000,-2,1,-1.5,1.5,1.457999945,0.040999889,0.016000032,0.643750032,1.457000017,0.989019,6086561,241257732.417,555254441,12,static,256,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.514,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|static,256|r5",2026-09-20T22:48:55,padrao,medicao,5,openmp,6,static,256,4096,4096,1000,-2,1,-1.5,1.5,1.477999926,0.039999962,1.144999981,1.274333278,1.477999926,0.225304,432732684,482515464.833,561341002,6,static,256,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.535,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|guided,16|r5",2026-09-20T22:48:57,padrao,medicao,5,openmp,6,guided,16,4096,4096,1000,-2,1,-1.5,1.5,2.180999994,0.039999962,0.522000074,1.257333438,2.180000067,0.760550,199195041,482515464.833,849581425,6,guided,16,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,2.234,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t8|dynamic,1|r5",2026-09-20T22:48:58,padrao,medicao,5,openmp,8,dynamic,1,4096,4096,1000,-2,1,-1.5,1.5,0.989000082,0.039999962,0.987999916,0.987999916,0.987999916,0.000000,360353995,361886598.625,363378072,8,dynamic,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.045,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t12|dynamic,1|r5",2026-09-20T22:48:59,padrao,medicao,5,openmp,12,dynamic,1,4096,4096,1000,-2,1,-1.5,1.5,0.693000078,0.069000006,0.693000078,0.693000078,0.693000078,0.000000,235638666,241257732.417,246089446,12,dynamic,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,0.779,mandelbrot_omp_padrao_4096.exe
"medicao|openmp|padrao|4096|t6|static,1|r5",2026-09-20T22:49:00,padrao,medicao,5,openmp,6,static,1,4096,4096,1000,-2,1,-1.5,1.5,1.289999962,0.039999962,1.286000013,1.287833254,1.289999962,0.003101,482506261,482515464.833,482524461,6,static,1,e50c4473b1256734f2a689a350cd056774c7a3aa5461a598bb12055c19c5c817,True,True,1.346,mandelbrot_omp_padrao_4096.exe
